Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/,918,0,13,18.50971372984755,7.410791999994615,649.1236670000048,8905.0,15.157528773430952,0.0,13,15,17,19,26,30,35,39,650,650,650
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=10,4,0,48,50.401374750001615,39.548290999999125,64.17075000000239,26703.25,0.06604587700841373,0.0,50,50,64,64,64,64,64,64,64,64,64
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=100,7,0,37,39.2284761428568,29.994458999999196,54.306207999999856,26616.428571428572,0.11558028476472403,0.0,37,40,44,44,54,54,54,54,54,54,54
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=101,2,0,40,43.738520499998934,39.5361249999997,47.94091599999817,27613.5,0.033022938504206865,0.0,48,48,48,48,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=102,3,0,61,57.93380566666665,39.94624999999985,73.1237500000006,29748.666666666668,0.0495344077563103,0.0,61,61,73,73,73,73,73,73,73,73,73
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=103,4,0,35,40.0841250000008,34.10279199999877,49.03095800000301,26624.5,0.06604587700841373,0.0,42,42,49,49,49,49,49,49,49,49,49
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=104,3,0,34,40.82945833333085,29.094416999999595,59.582624999997336,28203.666666666668,0.0495344077563103,0.0,34,34,60,60,60,60,60,60,60,60,60
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=105,6,0,40,57.17628466666488,31.672332999999497,137.05620899999715,27063.333333333332,0.0990688155126206,0.0,45,45,53,53,140,140,140,140,140,140,140
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=106,3,0,34,33.3561799999984,29.651041000001044,36.09220799999946,27357.666666666668,0.0495344077563103,0.0,34,34,36,36,36,36,36,36,36,36,36
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=107,6,0,30,39.44394450000033,28.402708000001553,68.63708400000235,26254.666666666668,0.0990688155126206,0.0,37,37,42,42,69,69,69,69,69,69,69
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=108,4,0,34,35.86730224999979,29.06299999999895,44.816292000000146,25529.5,0.06604587700841373,0.0,36,36,45,45,45,45,45,45,45,45,45
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=109,6,0,31,37.89465266666584,30.17233299999944,54.8798330000011,25971.0,0.0990688155126206,0.0,36,36,44,44,55,55,55,55,55,55,55
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=11,6,0,39,55.428340500000076,33.64170799999755,115.1859589999944,27145.5,0.0990688155126206,0.0,44,44,63,63,120,120,120,120,120,120,120
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=110,5,0,36,40.52547499999868,31.31412499999442,60.194875000000536,27252.2,0.08255734626051717,0.0,36,40,40,60,60,60,60,60,60,60,60
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=111,3,0,30,40.67043066666661,29.77466600000156,61.91483399999953,27270.666666666668,0.0495344077563103,0.0,30,30,62,62,62,62,62,62,62,62,62
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=112,5,0,42,42.3571832000011,36.446000000005085,48.81762499999809,26730.6,0.08255734626051717,0.0,42,43,43,49,49,49,49,49,49,49,49
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=113,5,0,36,52.505108000001144,33.20450000000008,118.18016600000192,26266.4,0.08255734626051717,0.0,36,41,41,120,120,120,120,120,120,120,120
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=114,2,0,29,40.43252099999961,28.54679200000021,52.31824999999901,24315.5,0.033022938504206865,0.0,52,52,52,52,52,52,52,52,52,52,52
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=115,4,0,38,41.51344774999899,26.242915999997507,62.9516670000001,26090.75,0.06604587700841373,0.0,39,39,63,63,63,63,63,63,63,63,63
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=116,4,0,48,48.50326025000018,28.688375000001543,60.95812500000086,25325.75,0.06604587700841373,0.0,56,56,61,61,61,61,61,61,61,61,61
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=117,4,0,36,39.812552000001666,28.878083000002164,56.08691700000179,26625.75,0.06604587700841373,0.0,38,38,56,56,56,56,56,56,56,56,56
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=118,4,0,36,40.191583500000405,32.55950000000496,54.583499999999674,26574.25,0.06604587700841373,0.0,37,37,55,55,55,55,55,55,55,55,55
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=119,5,0,36,37.5943668000005,29.023625000000663,50.944334000000424,26581.4,0.08255734626051717,0.0,36,42,42,51,51,51,51,51,51,51,51
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=12,5,0,42,43.93644999999946,32.34145799999766,58.99750000000381,26486.4,0.08255734626051717,0.0,42,47,47,59,59,59,59,59,59,59,59
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=120,11,0,38,47.525920454545286,26.795874999999914,76.24537500000628,27581.727272727272,0.18162616177313776,0.0,38,54,64,64,74,76,76,76,76,76,76
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=121,5,0,43,44.99645020000003,31.317833999999323,64.49383399999675,27786.2,0.08255734626051717,0.0,43,49,49,64,64,64,64,64,64,64,64
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=122,1,0,42.665582999999785,42.665582999999785,42.665582999999785,42.665582999999785,28687.0,0.016511469252103433,0.0,43,43,43,43,43,43,43,43,43,43,43
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=123,3,0,45,44.77854200000072,44.28133400000078,45.10104199999887,27365.0,0.0495344077563103,0.0,45,45,45,45,45,45,45,45,45,45,45
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=124,6,0,38,64.35581950000113,26.497417000001633,121.81658300000109,25763.833333333332,0.0990688155126206,0.0,52,52,110,110,120,120,120,120,120,120,120
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=125,2,0,35.13116699999941,47.8588749999993,35.13116699999941,60.586582999999194,26161.0,0.033022938504206865,0.0,61,61,61,61,61,61,61,61,61,61,61
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=126,8,0,34,40.183786500000544,26.921417000000503,58.02125000000302,26596.0,0.13209175401682746,0.0,41,44,56,56,58,58,58,58,58,58,58
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=127,6,0,34,40.400097333333974,31.217791999999633,61.12441700000204,26938.166666666668,0.0990688155126206,0.0,38,38,47,47,61,61,61,61,61,61,61
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=128,5,0,40,49.85544160000046,29.35308300000372,84.8283340000009,26671.6,0.08255734626051717,0.0,40,60,60,85,85,85,85,85,85,85,85
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=129,7,0,36,37.733815571427904,29.18149999999997,57.766166999996926,26037.714285714286,0.11558028476472403,0.0,36,38,40,40,58,58,58,58,58,58,58
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=13,7,0,47,46.1771310000007,30.61833299999961,59.1944170000005,25086.714285714286,0.11558028476472403,0.0,47,52,58,58,59,59,59,59,59,59,59
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=130,6,0,37,36.00277099999971,28.50379199999864,42.20016699999718,26009.333333333332,0.0990688155126206,0.0,39,39,40,40,42,42,42,42,42,42,42
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=131,2,0,39,39.99447900000064,38.801917000000685,41.18704100000059,29655.0,0.033022938504206865,0.0,41,41,41,41,41,41,41,41,41,41,41
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=132,3,0,39,35.367041666667966,27.474042000001475,40.09912499999935,25637.0,0.0495344077563103,0.0,39,39,40,40,40,40,40,40,40,40,40
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=133,6,0,40,50.48125700000009,33.69762500000206,81.3890829999977,26267.166666666668,0.0990688155126206,0.0,46,46,67,67,81,81,81,81,81,81,81
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=134,2,0,53,54.05279200000024,52.84037500000238,55.265208999998094,23678.0,0.033022938504206865,0.0,55,55,55,55,55,55,55,55,55,55,55
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=135,4,0,46,46.89608325000116,33.93312500000434,54.95325000000051,25936.5,0.06604587700841373,0.0,53,53,55,55,55,55,55,55,55,55,55
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=136,2,0,27.289624999998097,30.40147899999912,27.289624999998097,33.513333000000145,25243.0,0.033022938504206865,0.0,34,34,34,34,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=137,5,0,32,35.764716799999974,27.38279199999738,47.909832999998514,26252.6,0.08255734626051717,0.0,32,42,42,48,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=138,2,0,29.143291999999654,33.43133350000072,29.143291999999654,37.719375000001776,25939.5,0.033022938504206865,0.0,38,38,38,38,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=139,5,0,49,50.31490000000005,32.81920799999938,68.38470799999641,27787.2,0.08255734626051717,0.0,49,56,56,68,68,68,68,68,68,68,68
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=14,2,0,37.23270900000131,50.143083500000074,37.23270900000131,63.05345799999884,25101.0,0.033022938504206865,0.0,63,63,63,63,63,63,63,63,63,63,63
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=140,2,0,31,32.117187499999034,30.881374999999878,33.35299999999819,27151.5,0.033022938504206865,0.0,33,33,33,33,33,33,33,33,33,33,33
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=141,3,0,36,42.28779199999977,32.45441700000029,58.61937499999925,25595.333333333332,0.0495344077563103,0.0,36,36,59,59,59,59,59,59,59,59,59
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=142,5,0,54,52.06067520000062,38.60283400000242,65.47266700000165,25891.8,0.08255734626051717,0.0,54,60,60,65,65,65,65,65,65,65,65
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=143,8,0,35,37.98920849999943,23.910666999995556,53.49716699999618,25333.0,0.13209175401682746,0.0,38,45,49,49,53,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=144,2,0,38.125833000002274,40.21300000000139,38.125833000002274,42.3001670000005,26189.0,0.033022938504206865,0.0,42,42,42,42,42,42,42,42,42,42,42
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=145,2,0,39,40.06272949999712,38.75349999999855,41.371958999995684,28015.5,0.033022938504206865,0.0,41,41,41,41,41,41,41,41,41,41,41
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=146,1,0,35.59045799999794,35.59045799999794,35.59045799999794,35.59045799999794,26307.0,0.016511469252103433,0.0,36,36,36,36,36,36,36,36,36,36,36
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=147,4,0,35,43.04776050000303,32.578750000006096,56.71312499999814,26591.0,0.06604587700841373,0.0,48,48,57,57,57,57,57,57,57,57,57
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=148,5,0,37,38.63748359999981,35.401542000000674,45.46949999999583,26258.0,0.08255734626051717,0.0,37,38,38,45,45,45,45,45,45,45,45
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=15,8,0,41,50.10635962499932,31.43745899999928,94.70141699999957,25095.25,0.13209175401682746,0.0,42,59,60,60,95,95,95,95,95,95,95
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=150,6,0,38,39.223208333332,35.93004199999683,43.4697909999997,25711.166666666668,0.0990688155126206,0.0,39,39,43,43,43,43,43,43,43,43,43
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=151,3,0,40,39.08490300000267,34.16812500000077,42.809042000001796,27435.0,0.0495344077563103,0.0,40,40,43,43,43,43,43,43,43,43,43
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=152,3,0,31,31.933874999998817,28.59312500000044,35.97279199999903,28165.666666666668,0.0495344077563103,0.0,31,31,36,36,36,36,36,36,36,36,36
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=153,1,0,70.99274999999494,70.99274999999494,70.99274999999494,70.99274999999494,26578.0,0.016511469252103433,0.0,71,71,71,71,71,71,71,71,71,71,71
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=154,3,0,31,34.934444666665364,26.665124999997403,47.50983399999953,25543.666666666668,0.0495344077563103,0.0,31,31,48,48,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=155,1,0,39.37620800000019,39.37620800000019,39.37620800000019,39.37620800000019,28468.0,0.016511469252103433,0.0,39,39,39,39,39,39,39,39,39,39,39
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=156,2,0,29.115625000002865,36.21035400000139,29.115625000002865,43.30508299999991,28806.0,0.033022938504206865,0.0,43,43,43,43,43,43,43,43,43,43,43
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=157,6,0,38,45.33059050000106,30.687583000002405,74.17591700000514,25913.166666666668,0.0990688155126206,0.0,40,40,58,58,74,74,74,74,74,74,74
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=158,6,0,31,35.417111000001,25.593333000003327,44.31424999999933,27070.166666666668,0.0990688155126206,0.0,39,39,43,43,44,44,44,44,44,44,44
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=159,3,0,59,52.95266699999764,37.07054199999993,63.01474999999357,24799.333333333332,0.0495344077563103,0.0,59,59,63,63,63,63,63,63,63,63,63
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=16,6,0,37,39.33358366666736,31.582792000001803,49.65612500000027,26259.666666666668,0.0990688155126206,0.0,40,40,42,42,50,50,50,50,50,50,50
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=160,5,0,36,37.704183400000346,28.1546249999991,48.70837499999858,26561.6,0.08255734626051717,0.0,36,41,41,49,49,49,49,49,49,49,49
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=161,6,0,41,46.34114566666625,36.0169579999976,63.055749999996635,25973.333333333332,0.0990688155126206,0.0,48,48,52,52,63,63,63,63,63,63,63
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=162,3,0,30,30.631653000002146,23.36512500000154,38.270000000004245,25073.0,0.0495344077563103,0.0,30,30,38,38,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=163,7,0,37,39.103821571428554,29.530499999999904,50.303792000001124,25620.14285714286,0.11558028476472403,0.0,37,41,46,46,50,50,50,50,50,50,50
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=164,5,0,41,49.39742500000115,29.217250000002082,79.87166699999904,26742.4,0.08255734626051717,0.0,41,63,63,80,80,80,80,80,80,80,80
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=165,3,0,30,37.67559733333196,29.180582999998705,53.42629200000104,24592.666666666668,0.0495344077563103,0.0,30,30,53,53,53,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=166,4,0,32,34.11361449999717,29.220624999997113,39.44699999999557,25560.0,0.06604587700841373,0.0,36,36,39,39,39,39,39,39,39,39,39
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=167,2,0,29,40.88295800000097,28.696541000002185,53.06937499999975,25212.5,0.033022938504206865,0.0,53,53,53,53,53,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=168,5,0,43,44.12446659999958,33.06404199999946,52.79879100000073,25564.6,0.08255734626051717,0.0,43,51,51,53,53,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=169,8,0,34,42.8059687500002,24.489541999997755,96.37483299999872,26573.375,0.13209175401682746,0.0,41,42,42,42,96,96,96,96,96,96,96
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=17,6,0,36,44.00206266666669,27.44770799999685,67.54679200000169,26416.5,0.0990688155126206,0.0,42,42,56,56,68,68,68,68,68,68,68
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=170,4,0,39,44.878844000000306,36.495833000003586,52.52220899999571,26523.25,0.06604587700841373,0.0,52,52,53,53,53,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=171,5,0,39,42.67218339999772,33.50420799999654,62.019999999996855,25620.0,0.08255734626051717,0.0,39,44,44,62,62,62,62,62,62,62,62
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=172,5,0,45,49.59798340000141,35.11866700000077,69.89720800000043,26937.2,0.08255734626051717,0.0,45,54,54,70,70,70,70,70,70,70,70
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=173,3,0,43,43.19076400000199,24.826292000000194,61.7007080000036,25647.0,0.0495344077563103,0.0,43,43,62,62,62,62,62,62,62,62,62
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=174,3,0,31,35.993180333331765,29.98024999999771,46.89887500000012,26236.333333333332,0.0495344077563103,0.0,31,31,47,47,47,47,47,47,47,47,47
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=175,3,0,39,44.14527766666746,29.827582999999436,63.82387500000419,25834.0,0.0495344077563103,0.0,39,39,64,64,64,64,64,64,64,64,64
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=176,3,0,37,42.1368469999995,36.97895799999884,52.41808299999917,25450.333333333332,0.0495344077563103,0.0,37,37,52,52,52,52,52,52,52,52,52
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=177,3,0,43,45.59527800000159,40.07162500000305,53.425834000002226,25342.333333333332,0.0495344077563103,0.0,43,43,53,53,53,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=178,5,0,37,37.837108400000474,32.80229199999951,43.812583000001126,25839.2,0.08255734626051717,0.0,37,40,40,44,44,44,44,44,44,44,44
