
The following have been reloaded with a version change:
  1) palma/2019a => palma/2021a


2022-08-22 13:47:41,238 INFO ################################################################
2022-08-22 13:47:41,239 INFO ################ Configuration successfully loaded #############
2022-08-22 13:47:41,239 INFO ################################################################

2022-08-22 13:47:41,239 INFO db path: /scratch/tmp/a_lier03/logfile_analysis/resources/export/db/trainingdata_2022-07-29.db
2022-08-22 13:47:41,239 INFO features: ['cmd', 'PR 1', 'PR 3', 'arrive time', 'List parallel requests start', 'List parallel requests finished', 'response time']
2022-08-22 13:47:41,239 INFO y column: response time
2022-08-22 13:47:41,239 INFO models: ['DT']
2022-08-22 13:47:41,239 INFO db limit: 100000

2022-08-22 13:47:41,244 INFO number feature extractors: 7
2022-08-22 13:47:41,244 INFO Loading values of extractor: cmd
2022-08-22 13:47:42,124 INFO (100000, 1)
2022-08-22 13:47:42,124 INFO Loading values of extractor: PR 1
2022-08-22 13:47:42,376 INFO (100000, 2)
2022-08-22 13:47:42,376 INFO Loading values of extractor: PR 3
2022-08-22 13:47:42,626 INFO (100000, 3)
2022-08-22 13:47:42,626 INFO Loading values of extractor: arrive time
2022-08-22 13:47:42,911 INFO (100000, 4)
2022-08-22 13:47:42,911 INFO Loading values of extractor: List parallel requests start
2022-08-22 13:47:43,968 INFO (100000, 307)
2022-08-22 13:47:43,968 INFO Loading values of extractor: List parallel requests finished
2022-08-22 13:47:45,017 INFO (100000, 610)
2022-08-22 13:47:45,017 INFO Loading values of extractor: response time
2022-08-22 13:47:45,292 INFO (100000, 611)
2022-08-22 13:47:45,600 INFO memory consumption: 64513592
2022-08-22 13:47:45,601 INFO gridsearch constructor call duration in minutes: 0.0
(100000, 302)
Fitting 5 folds for each of 20 candidates, totalling 100 fits
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/pipeline.py:346: UserWarning: With alpha=0, this algorithm does not converge well. You are advised to use the LinearRegression estimator
  self._final_estimator.fit(Xt, y, **fit_params_last_step)
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: UserWarning: Coordinate descent with no regularization may lead to unexpected results and is discouraged.
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: ConvergenceWarning: Objective did not converge. You might want to increase the number of iterations. Duality gap: 140322688.11547205, tolerance: 57910.86852508891
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/pipeline.py:346: UserWarning: With alpha=0, this algorithm does not converge well. You are advised to use the LinearRegression estimator
  self._final_estimator.fit(Xt, y, **fit_params_last_step)
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: UserWarning: Coordinate descent with no regularization may lead to unexpected results and is discouraged.
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/pipeline.py:346: UserWarning: With alpha=0, this algorithm does not converge well. You are advised to use the LinearRegression estimator
  self._final_estimator.fit(Xt, y, **fit_params_last_step)
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: UserWarning: Coordinate descent with no regularization may lead to unexpected results and is discouraged.
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: ConvergenceWarning: Objective did not converge. You might want to increase the number of iterations. Duality gap: 135948730.16551596, tolerance: 53639.049276955026
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: ConvergenceWarning: Objective did not converge. You might want to increase the number of iterations. Duality gap: 151938194.77994207, tolerance: 61631.13546715453
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/pipeline.py:346: UserWarning: With alpha=0, this algorithm does not converge well. You are advised to use the LinearRegression estimator
  self._final_estimator.fit(Xt, y, **fit_params_last_step)
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: UserWarning: Coordinate descent with no regularization may lead to unexpected results and is discouraged.
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/pipeline.py:346: UserWarning: With alpha=0, this algorithm does not converge well. You are advised to use the LinearRegression estimator
  self._final_estimator.fit(Xt, y, **fit_params_last_step)
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: UserWarning: Coordinate descent with no regularization may lead to unexpected results and is discouraged.
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: ConvergenceWarning: Objective did not converge. You might want to increase the number of iterations. Duality gap: 157562601.2962358, tolerance: 62611.59097929836
  model = cd_fast.enet_coordinate_descent(
/Applic.HPC/Easybuild/skylake/2021a/software/scikit-learn/0.24.2-foss-2021a/lib/python3.9/site-packages/sklearn/linear_model/_coordinate_descent.py:530: ConvergenceWarning: Objective did not converge. You might want to increase the number of iterations. Duality gap: 155691443.39481252, tolerance: 64509.375919875136
  model = cd_fast.enet_coordinate_descent(
[CV 1/5] END estimator=Lasso(), estimator__alpha=0.2; neg_mean_squared_error: (test=-2836.824) neg_root_mean_squared_error: (test=-53.262) r2: (test=0.545) total time= 9.1min
[CV 3/5] END estimator=Lasso(), estimator__alpha=0.5; neg_mean_squared_error: (test=-5046.909) neg_root_mean_squared_error: (test=-71.042) r2: (test=0.528) total time= 8.9min
[CV 5/5] END estimator=Lasso(), estimator__alpha=0.8; neg_mean_squared_error: (test=-4552.634) neg_root_mean_squared_error: (test=-67.473) r2: (test=0.468) total time= 9.3min
[CV 1/5] END estimator=Ridge(), estimator__alpha=0.4; neg_mean_squared_error: (test=-2858.674) neg_root_mean_squared_error: (test=-53.467) r2: (test=0.542) total time= 9.5min
[CV 4/5] END estimator=Lasso(), estimator__alpha=0.30000000000000004; neg_mean_squared_error: (test=-3001.544) neg_root_mean_squared_error: (test=-54.786) r2: (test=0.429) total time= 9.4min
[CV 3/5] END estimator=Lasso(), estimator__alpha=0.7000000000000001; neg_mean_squared_error: (test=-5054.496) neg_root_mean_squared_error: (test=-71.095) r2: (test=0.527) total time= 9.1min
[CV 2/5] END estimator=Ridge(), estimator__alpha=0.1; neg_mean_squared_error: (test=-3310.969) neg_root_mean_squared_error: (test=-57.541) r2: (test=0.507) total time= 9.3min
[CV 1/5] END estimator=Ridge(), estimator__alpha=0.6000000000000001; neg_mean_squared_error: (test=-2843.334) neg_root_mean_squared_error: (test=-53.323) r2: (test=0.544) total time= 9.0min
[CV 5/5] END estimator=Lasso(), estimator__alpha=0.2; neg_mean_squared_error: (test=-4525.690) neg_root_mean_squared_error: (test=-67.273) r2: (test=0.471) total time= 6.8min
[CV 1/5] END estimator=Lasso(), estimator__alpha=0.4; neg_mean_squared_error: (test=-2837.191) neg_root_mean_squared_error: (test=-53.265) r2: (test=0.545) total time= 6.7min
[CV 1/5] END estimator=Lasso(), estimator__alpha=0.8; neg_mean_squared_error: (test=-2838.201) neg_root_mean_squared_error: (test=-53.275) r2: (test=0.545) total time= 7.2min
[CV 1/5] END estimator=Ridge(), estimator__alpha=0.2; neg_mean_squared_error: (test=-2846.784) neg_root_mean_squared_error: (test=-53.355) r2: (test=0.543) total time= 6.8min
[CV 5/5] END estimator=Ridge(), estimator__alpha=0.4; neg_mean_squared_error: (test=-4524.086) neg_root_mean_squared_error: (test=-67.261) r2: (test=0.471) total time= 6.8min
[CV 3/5] END estimator=Ridge(), estimator__alpha=0.6000000000000001; neg_mean_squared_error: (test=-5017.579) neg_root_mean_squared_error: (test=-70.835) r2: (test=0.531) total time= 6.7min
[CV 2/5] END estimator=Lasso(), estimator__alpha=0.1; neg_mean_squared_error: (test=-3316.216) neg_root_mean_squared_error: (test=-57.587) r2: (test=0.506) total time= 7.3min
[CV 2/5] END estimator=Lasso(), estimator__alpha=0.4; neg_mean_squared_error: (test=-3313.865) neg_root_mean_squared_error: (test=-57.566) r2: (test=0.506) total time= 7.2min
[CV 2/5] END estimator=Lasso(), estimator__alpha=0.8; neg_mean_squared_error: (test=-3319.107) neg_root_mean_squared_error: (test=-57.612) r2: (test=0.505) total time= 7.0min
[CV 2/5] END estimator=Ridge(), estimator__alpha=0.2; neg_mean_squared_error: (test=-3286.937) neg_root_mean_squared_error: (test=-57.332) r2: (test=0.510) total time= 7.2min
[CV 2/5] END estimator=Ridge(), estimator__alpha=0.6000000000000001; neg_mean_squared_error: (test=-3316.804) neg_root_mean_squared_error: (test=-57.592) r2: (test=0.506) total time= 7.0min
[CV 1/5] END estimator=Ridge(), estimator__alpha=0.7000000000000001; neg_mean_squared_error: (test=-2843.215) neg_root_mean_squared_error: (test=-53.322) r2: (test=0.544) total time= 6.7min
[CV 5/5] END estimator=Lasso(), estimator__alpha=0.0; neg_mean_squared_error: (test=-4516.484) neg_root_mean_squared_error: (test=-67.205) r2: (test=0.472) total time= 9.1min
[CV 4/5] END estimator=Lasso(), estimator__alpha=0.5; neg_mean_squared_error: (test=-3005.124) neg_root_mean_squared_error: (test=-54.819) r2: (test=0.428) total time= 9.0min
[CV 2/5] END estimator=Lasso(), estimator__alpha=0.9; neg_mean_squared_error: (test=-3328.610) neg_root_mean_squared_error: (test=-57.694) r2: (test=0.504) total time= 8.8min
[CV 5/5] END estimator=Ridge(), estimator__alpha=0.2; neg_mean_squared_error: (test=-4523.758) neg_root_mean_squared_error: (test=-67.259) r2: (test=0.471) total time= 8.7min
[CV 5/5] END estimator=Ridge(), estimator__alpha=0.6000000000000001; neg_mean_squared_error: (test=-4487.748) neg_root_mean_squared_error: (test=-66.991) r2: (test=0.475) total time= 8.0min
[CV 1/5] END estimator=Lasso(), estimator__alpha=0.0; neg_mean_squared_error: (test=-2855.336) neg_root_mean_squared_error: (test=-53.435) r2: (test=0.542) total time= 9.5min
[CV 4/5] END estimator=Lasso(), estimator__alpha=0.7000000000000001; neg_mean_squared_error: (test=-3020.726) neg_root_mean_squared_error: (test=-54.961) r2: (test=0.425) total time= 9.1min
[CV 5/5] END estimator=Ridge(), estimator__alpha=0.1; neg_mean_squared_error: (test=-4521.438) neg_root_mean_squared_error: (test=-67.242) r2: (test=0.471) total time= 8.9min
[CV 1/5] END estimator=Ridge(), estimator__alpha=0.5; neg_mean_squared_error: (test=-2838.987) neg_root_mean_squared_error: (test=-53.282) r2: (test=0.545) total time= 8.7min
[CV 5/5] END estimator=Ridge(), estimator__alpha=0.7000000000000001; neg_mean_squared_error: (test=-4529.674) neg_root_mean_squared_error: (test=-67.303) r2: (test=0.470) total time= 7.7min
[CV 3/5] END estimator=Lasso(), estimator__alpha=0.2; neg_mean_squared_error: (test=-5016.039) neg_root_mean_squared_error: (test=-70.824) r2: (test=0.531) total time= 9.0min
[CV 5/5] END estimator=Lasso(), estimator__alpha=0.4; neg_mean_squared_error: (test=-4551.696) neg_root_mean_squared_error: (test=-67.466) r2: (test=0.468) total time= 9.0min
[CV 4/5] END estimator=Lasso(), estimator__alpha=0.8; neg_mean_squared_error: (test=-3013.843) neg_root_mean_squared_error: (test=-54.898) r2: (test=0.427) total time= 8.8min
