
The following have been reloaded with a version change:
  1) palma/2019a => palma/2021a


2022-08-24 09:12:39,335 INFO ################################################################
2022-08-24 09:12:39,336 INFO ################ Configuration successfully loaded #############
2022-08-24 09:12:39,336 INFO ################################################################

2022-08-24 09:12:39,336 INFO db path: /scratch/tmp/a_lier03/logfile_analysis/resources/export/db/trainingdata_2022-07-29.db
2022-08-24 09:12:39,336 INFO features: ['cmd', 'PR 1', 'PR 3', 'List parallel requests start', 'List parallel requests finished', 'arrive time', 'response time']
2022-08-24 09:12:39,336 INFO y column: response time
2022-08-24 09:12:39,336 INFO models: [<src.configuration_handler.EstimatorWrapper object at 0x2abc843a5910>]
2022-08-24 09:12:39,336 INFO db limit: -1

2022-08-24 09:12:39,336 INFO pipeline: {'scaler': 'std'}

2022-08-24 09:12:39,337 INFO grid search: {'scoring': 'r2', 'verbose': 3}

2022-08-24 09:12:39,340 INFO number feature extractors: 7
2022-08-24 09:12:39,340 INFO Loading values of extractor: cmd
2022-08-24 09:12:53,863 INFO (5213877, 1)
2022-08-24 09:12:53,868 INFO Loading values of extractor: PR 1
2022-08-24 09:13:08,081 INFO (5213877, 2)
2022-08-24 09:13:08,082 INFO Loading values of extractor: PR 3
2022-08-24 09:13:20,716 INFO (5213877, 3)
2022-08-24 09:13:20,721 INFO Loading values of extractor: List parallel requests start
2022-08-24 09:14:30,769 INFO (5213877, 306)
2022-08-24 09:14:30,774 INFO Loading values of extractor: List parallel requests finished
2022-08-24 09:15:38,432 INFO (5213877, 609)
2022-08-24 09:15:38,434 INFO Loading values of extractor: arrive time
2022-08-24 09:15:52,930 INFO (5213877, 610)
2022-08-24 09:15:52,930 INFO Loading values of extractor: response time
2022-08-24 09:16:07,251 INFO (5213877, 611)
2022-08-24 09:16:07,580 INFO Note: NumExpr detected 36 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2022-08-24 09:16:07,581 INFO NumExpr defaulting to 8 threads.
2022-08-24 09:16:21,031 INFO memory consumption: 3217828864
(5213877, 302)
n_iterations: 8
n_required_iterations: 8
n_possible_iterations: 8
min_resources_: 2357
max_resources_: 5156777
aggressive_elimination: False
factor: 3
----------
iter: 0
n_candidates: 3600
n_resources: 2357
Fitting 2 folds for each of 3600 candidates, totalling 7200 fits
[CV 1/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.1;, score=(train=0.271, test=0.223) total time=   0.2s
[CV 2/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.1;, score=(train=0.369, test=0.370) total time=   0.1s
[CV 1/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.2;, score=(train=0.208, test=0.183) total time=   0.1s
[CV 2/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.2;, score=(train=0.224, test=0.211) total time=   0.1s
[CV 1/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.3;, score=(train=0.026, test=0.030) total time=   0.1s
[CV 2/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.3;, score=(train=0.041, test=0.022) total time=   0.1s
[CV 1/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.4;, score=(train=0.026, test=0.030) total time=   0.1s
[CV 2/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.4;, score=(train=0.013, test=-0.000) total time=   0.1s
[CV 1/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.5;, score=(train=0.000, test=-0.000) total time=   0.1s
[CV 2/2] END estimator=DecisionTreeRegressor(), estimator__max_depth=5, estimator__max_features=auto, estimator__max_leaf_nodes=None, estimator__min_samples_leaf=3, estimator__min_weight_fraction_leaf=0.5;, score=(train=0.000, test=-0.000) total time=   0.1s
