Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/,936,0,23,22.24443899465814,0.5327079999979389,75.48466700000046,7.0,15.492029598849031,0.0,23,25,26,27,31,36,48,60,75,75,75
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=10,1,0,26.09487500000185,26.09487500000185,26.09487500000185,26.09487500000185,2.0,0.016551313673984006,0.0,26,26,26,26,26,26,26,26,26,26,26
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=100,2,0,28,28.02962449999935,27.75845799999921,28.300790999999492,2.0,0.03310262734796801,0.0,28,28,28,28,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=101,5,0,28,28.80079160000157,20.099459000000763,37.820750000001624,2.0,0.08275656836992004,0.0,28,31,31,38,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=102,2,0,25,26.79689600000046,24.506582999997306,29.08720900000361,2.0,0.03310262734796801,0.0,29,29,29,29,29,29,29,29,29,29,29
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=103,4,0,24,25.824572750000385,21.481583000003468,30.073749999999677,2.0,0.06620525469593602,0.0,28,28,30,30,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=104,3,0,29,26.509777999998835,20.390166999998627,30.413125000002594,2.0,0.049653941021952024,0.0,29,29,30,30,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=105,6,0,28,28.512347166665435,20.52799999999877,35.16854099999733,2.0,0.09930788204390405,0.0,29,29,34,34,35,35,35,35,35,35,35
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=106,7,0,28,28.000898857141824,19.685959000000253,34.78995899999404,2.0,0.11585919571788805,0.0,28,31,32,32,35,35,35,35,35,35,35
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=107,3,0,32,31.056777666665997,27.138583999999355,33.5470830000002,2.0,0.049653941021952024,0.0,32,32,34,34,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=108,5,0,26,27.48772520000067,23.98037500000072,30.66129200000134,2.0,0.08275656836992004,0.0,26,30,30,31,31,31,31,31,31,31,31
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=109,3,0,27,26.664430666667016,25.122041999999567,27.614166999999412,2.0,0.049653941021952024,0.0,27,27,28,28,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=11,8,0,31,29.5961613749991,2.718083999999621,45.32654100000144,2.0,0.13241050939187204,0.0,32,32,44,44,45,45,45,45,45,45,45
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=110,8,0,24,25.251400999999838,11.809708000001251,33.82949999999995,2.0,0.13241050939187204,0.0,26,33,33,33,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=111,4,0,23,25.488406250000928,22.820459000001847,28.362125000001015,2.0,0.06620525469593602,0.0,28,28,28,28,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=112,7,0,28,23.57858928571588,1.9516250000002344,33.687249999999835,2.0,0.11585919571788805,0.0,28,29,32,32,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=113,9,0,25,24.241583444445503,7.861207999997788,34.14379200000006,2.0,0.14896182306585606,0.0,25,25,28,32,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=114,5,0,32,31.102166199999818,4.610165999999083,60.37470800000122,2.0,0.08275656836992004,0.0,32,32,32,60,60,60,60,60,60,60,60
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=115,3,0,25,23.308444333332307,14.476542000000592,30.229458000000875,2.0,0.049653941021952024,0.0,25,25,30,30,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=116,2,0,18,22.587145999999336,17.830083999996305,27.344208000002368,2.0,0.03310262734796801,0.0,27,27,27,27,27,27,27,27,27,27,27
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=117,5,0,28,35.29450019999878,27.141041999996673,47.8096249999993,2.0,0.08275656836992004,0.0,28,46,46,48,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=118,2,0,9.254250000001463,18.638812500000768,9.254250000001463,28.023375000000073,2.0,0.03310262734796801,0.0,28,28,28,28,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=119,1,0,27.984334000002775,27.984334000002775,27.984334000002775,27.984334000002775,2.0,0.016551313673984006,0.0,28,28,28,28,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=12,4,0,17,19.91478099999977,5.464249999999282,29.832415999997863,2.0,0.06620525469593602,0.0,27,27,30,30,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=120,4,0,20,22.013812500002672,11.504208000005178,31.32741699999997,2.0,0.06620525469593602,0.0,26,26,31,31,31,31,31,31,31,31,31
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=121,6,0,25,26.082597166666943,21.190249999996524,29.790874999999772,2.0,0.09930788204390405,0.0,28,28,29,29,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=122,5,0,25,23.510441800000237,14.538292000001007,32.967749999999185,2.0,0.08275656836992004,0.0,25,25,25,33,33,33,33,33,33,33,33
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=123,4,0,29,29.22455225000009,24.456999999998175,31.944291999998597,2.0,0.06620525469593602,0.0,32,32,32,32,32,32,32,32,32,32,32
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=124,5,0,29,28.84069999999994,25.501625000000416,30.99516700000038,2.0,0.08275656836992004,0.0,29,29,29,31,31,31,31,31,31,31,31
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=125,4,0,24,22.992198249998985,7.796749999997132,33.94129199999796,2.0,0.06620525469593602,0.0,26,26,34,34,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=126,1,0,8.783250000000464,8.783250000000464,8.783250000000464,8.783250000000464,2.0,0.016551313673984006,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=127,2,0,19.411000000005174,24.353229000002585,19.411000000005174,29.295457999999996,2.0,0.03310262734796801,0.0,29,29,29,29,29,29,29,29,29,29,29
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=128,6,0,26,32.68115966666674,14.225749999999593,82.45387499999879,2.0,0.09930788204390405,0.0,27,27,28,28,82,82,82,82,82,82,82
