Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/,926,0,28,29.388897169546475,6.09683299999908,89.3994169999992,7.0,15.319899417172357,0.0,28,31,32,33,36,42,50,53,89,89,89
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=10,1,0,36.719417000000476,36.719417000000476,36.719417000000476,36.719417000000476,2.0,0.016544167837119178,0.0,37,37,37,37,37,37,37,37,37,37,37
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=100,2,0,28.324207999999906,36.52924950000225,28.324207999999906,44.73429100000459,2.0,0.033088335674238356,0.0,45,45,45,45,45,45,45,45,45,45,45
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=101,10,0,29,30.16712910000088,19.615916999999428,38.29333300000215,2.0,0.16544167837119175,0.0,30,32,32,37,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=102,5,0,33,31.79009999999991,24.387000000000825,43.276957999999865,2.0,0.08272083918559588,0.0,33,33,33,43,43,43,43,43,43,43,43
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=103,6,0,29,30.64552083333479,26.29183300000193,36.007833000002876,2.0,0.09926500702271505,0.0,32,32,33,33,36,36,36,36,36,36,36
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=104,3,0,31,30.010416999999734,27.023416999998773,32.01237500000076,2.0,0.04963250351135753,0.0,31,31,32,32,32,32,32,32,32,32,32
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=105,4,0,19,22.752614500000547,9.06516599999918,34.98587499999939,2.0,0.06617667134847671,0.0,28,28,35,35,35,35,35,35,35,35,35
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=106,7,0,28,28.51253571428585,20.425833000000893,36.89774999999962,2.0,0.11580917485983423,0.0,28,29,34,34,37,37,37,37,37,37,37
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=107,11,0,30,32.277515181818,27.764374999996733,52.73795800000158,2.0,0.18198584620831093,0.0,30,32,34,34,34,53,53,53,53,53,53
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=108,5,0,32,30.929441800000745,25.42854200000022,36.15683400000336,2.0,0.08272083918559588,0.0,32,33,33,36,36,36,36,36,36,36,36
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=109,6,0,30,31.514777833334524,27.21750000000256,40.83875000000248,2.0,0.09926500702271505,0.0,31,31,31,31,41,41,41,41,41,41,41
